Id,TipoID,Portafolio_RentaFija,Portafolio_RentaVariable,Entradas_Transaccionales,Entradas_Frecuencia,Salidas_Transaccionales,Salidas_Frecuencia,DivisasCompras,DivisasVentas
5131,CC,141902650.0,0.0,0.0,0,3067571.42857143,1,0.0,0.0
5132,CC,0.0,0.0,11966242.1428571,0,7554388.88888889,1,0.0,0.0
5133,CC,0.0,12304600.0,0.0,0,3451099.54,1,0.0,0.0
5134,CC,0.0,0.0,305750000.0,0,107950538.461538,6,0.0,0.0
5135,CC,0.0,0.0,25000000.0,0,25006483.114,2,0.0,0.0
5136,CC,0.0,24151734.0,0.0,0,4473893.98,2,0.0,0.0
5137,CC,0.0,17790000.0,0.0,0,17220222.65,2,0.0,0.0
5138,CC,0.0,0.0,1500000.0,0,1494027.62,1,0.0,0.0
5139,CC,0.0,0.0,30000000.0,0,0.0,0,0.0,0.0
5140,CC,0.0,0.0,1000000.0,0,5625000.0,1,0.0,0.0
5141,CC,0.0,34566950.0,3250000.0,0,4371026.67111111,2,0.0,8427161.4
5142,CC,0.0,5080700.0,0.0,0,495182.775,1,0.0,0.0
5143,CC,0.0,0.0,0.0,0,2000000.0,1,0.0,0.0
5144,CC,0.0,11750000.0,0.0,0,1886949.325,1,0.0,0.0
5145,CC,356062800.0,0.0,390365099.29,3,7703114.39,2,0.0,0.0
5146,CC,0.0,913899348.34,0.0,0,9980173.2,2,0.0,0.0
5147,CC,0.0,725712199.3,0.0,0,181770359.61,2,0.0,0.0
5148,CC,0.0,3691850.0,0.0,0,653350.11,1,0.0,0.0
5149,CC,0.0,0.0,0.0,0,9333333.33333333,1,0.0,0.0
5150,CC,0.0,0.0,0.0,0,43866242.785,2,0.0,0.0
5151,CC,0.0,0.0,0.0,0,7000000.0,1,0.0,0.0
5152,CC,0.0,24003270.0,20000000.0,0,10000000.0,1,0.0,0.0
5153,CC,0.0,109725000.0,0.0,0,19800000.0,1,0.0,0.0
5154,CC,0.0,0.0,592714.285714286,0,1000000.0,1,0.0,0.0
5155,CC,0.0,32310500.58,0.0,0,45000000.0,1,49200017.325,0.0
5156,CC,0.0,17458150.0,0.0,0,3407922.95,1,0.0,0.0
5157,CC,1318006254.65,367474728.0,0.0,0,25000000.0,1,382032697.58,2030130000.0
5158,CC,0.0,0.0,0.0,0,5166666.66666667,1,0.0,0.0
5159,CC,53647800.0,395241386.24,0.0,0,17812713.02,1,0.0,0.0
5160,CC,0.0,4700000.0,0.0,0,1110486.32,1,0.0,0.0
5161,CC,0.0,60959000.0,17196000.0,0,15587500.0,1,0.0,0.0
5162,CC,0.0,0.0,0.0,0,25000000.0,1,0.0,0.0
5163,CC,0.0,0.0,0.0,0,29714285.7142857,1,41943011.0532,0.0
5164,CC,0.0,0.0,72045141.37,0,0.0,0,0.0,0.0
5165,CC,0.0,0.0,525002.78,0,2000000.0,1,0.0,0.0
5166,CC,0.0,0.0,0.0,0,62558442.35,2,0.0,0.0
5167,CC,0.0,0.0,0.0,0,6500000.0,1,0.0,0.0
5168,CC,0.0,0.0,0.0,0,21233222.2222222,3,0.0,0.0
5169,CC,0.0,0.0,0.0,0,4500000.0,1,0.0,0.0
5170,CC,0.0,301846442.8,0.0,0,27695000.0,1,0.0,0.0
5171,CC,547847500.0,0.0,85617873.89,0,209241426.455,3,0.0,0.0
5172,CC,0.0,7050000.0,0.0,0,3249079.0,1,0.0,0.0
5173,CC,527493000.0,0.0,431650000.0,0,35708820.95,1,0.0,0.0
5174,CC,0.0,0.0,25625000.0,0,29937200.0,1,91974685.7142857,0.0
5175,CC,0.0,725712199.3,0.0,0,36499552.7777778,2,0.0,0.0
5176,CC,0.0,179087134.0,15600000.0,0,60000000.0,1,0.0,0.0
5177,CC,939345000.0,50938400.0,145000000.0,0,44957115.6,1,0.0,0.0
5178,CC,3551615000.0,0.0,9092108324.7,0,24234486.9140909,2,2847750000.0,0.0
5179,CC,0.0,15924218.5,0.0,0,9857513.5325,1,0.0,0.0
5180,CC,0.0,29140000.0,0.0,0,3682752.0,1,0.0,0.0
5181,CC,143146500.0,0.0,0.0,0,25000000.0,1,0.0,0.0
5182,CC,114783694.784547,0.0,0.0,0,149403755.73,5,0.0,0.0
5183,CC,335117000.0,0.0,13000000.0,0,4671640.15789474,2,0.0,0.0
5184,CC,652578780.0,780000000.0,0.0,0,22973676.715,1,152520000.0,0.0
5185,CC,0.0,243650000.0,0.0,0,13585714.2857143,1,0.0,0.0
5186,CC,0.0,0.0,0.0,0,32664472.62,2,0.0,0.0
5187,CC,0.0,0.0,0.0,0,10075000.0,1,0.0,0.0
5188,CC,0.0,0.0,0.0,0,1732544.5925,1,0.0,0.0
5189,CC,99913150.0,0.0,0.0,0,1967073.75625,1,0.0,0.0
5190,CC,0.0,22000000.0,0.0,0,49613081.11,2,0.0,0.0
5191,CC,0.0,0.0,26000000.0,0,1842500.0,1,156037529.274,0.0
5192,CC,0.0,0.0,0.0,0,25035206.5,2,0.0,0.0
5193,CC,0.0,0.0,0.0,0,8191721.71166667,1,0.0,0.0
5194,CC,0.0,0.0,0.0,0,4437.0,1,0.0,0.0
5195,CC,0.0,0.0,15000000.0,0,0.0,0,0.0,0.0
5196,CC,765436000.0,0.0,0.0,0,27582300.3333333,1,0.0,0.0
5197,CC,0.0,5036050.0,0.0,0,517514.605,1,0.0,0.0
5198,CC,0.0,115273500.0,100000000.0,0,118329517.795,2,1055600000.0,0.0
5199,CC,0.0,0.0,0.0,0,13769000.0,1,0.0,0.0
5200,CC,0.0,0.0,83333333.3333333,0,0.0,0,70000726.6666667,0.0
5201,CC,0.0,0.0,0.0,0,175264976.14,2,0.0,0.0
5202,CC,0.0,37600000.0,0.0,0,3018646.0,1,0.0,0.0
5203,CC,0.0,19086830.0,0.0,0,6637558.3,1,0.0,0.0
5204,CC,185643280.0,1300498348.0,53190638.86,0,16128500.0,1,0.0,0.0
5205,CC,0.0,0.0,14000000.0,0,83432818.07,2,0.0,0.0
5206,CC,0.0,0.0,1700000.0,0,4050000.0,2,0.0,0.0
5207,CC,0.0,0.0,0.0,0,8638537.97,1,0.0,0.0
5208,CC,0.0,16685000.0,0.0,0,3920349.0,1,0.0,0.0
5209,CC,0.0,22325000.0,0.0,0,1410731.5,1,0.0,0.0
5210,CC,0.0,417211.64,0.0,0,25206954.63,3,0.0,0.0
5211,CC,0.0,0.0,2000000.0,0,0.0,0,2000009.0555,0.0
5212,CC,0.0,4985600.0,0.0,0,40800000.0,1,0.0,0.0
5213,CC,0.0,0.0,0.0,0,6113420.42428572,1,0.0,0.0
5214,CC,0.0,0.0,23500000.0,0,4420000.0,2,0.0,0.0
5215,CC,0.0,0.0,5000000.0,0,6611099.19,1,0.0,0.0
5216,CC,0.0,0.0,300000000.0,0,0.0,0,195284752.49,0.0
5217,CC,0.0,12233530.0,0.0,0,480548.92,1,0.0,0.0
5218,CC,0.0,0.0,0.0,0,195000000.0,1,0.0,0.0
5219,CC,75894360.0,0.0,0.0,0,52196058.105,1,0.0,0.0
5220,CC,0.0,70180108.0,0.0,0,55000000.0,1,0.0,0.0
5221,CC,44706500.0,0.0,0.0,0,27567285.385,2,0.0,0.0
5222,CC,80423200.0,99613000.0,66000000.0,0,0.0,0,0.0,0.0
5223,CC,88620300.0,0.0,10000000.0,0,0.0,0,0.0,0.0
5224,CC,231667500.0,0.0,228000000.0,0,30000000.0,1,0.0,0.0
5225,CC,497440000.0,0.0,650000000.0,0,0.0,0,0.0,0.0
5226,CC,0.0,15780250.0,0.0,0,1894955.58,1,0.0,0.0
5227,CC,0.0,14871600.0,22014638.3,1,28874394.0777778,1,0.0,0.0
5228,CC,0.0,37172300.0,42745358.2085714,0,54799111.2222222,1,0.0,0.0
5229,CC,0.0,0.0,0.0,0,102000000.0,1,0.0,0.0
5230,CC,0.0,15021320.0,0.0,0,3679536.155,2,0.0,0.0
5231,CC,0.0,0.0,0.0,0,130000000.0,1,0.0,0.0
5232,CC,0.0,0.0,0.0,0,167246069.543333,3,482725149.366667,0.0
5233,CC,0.0,0.0,0.0,0,21950000.0,1,0.0,0.0
5234,CC,0.0,0.0,323250236.125,5,7700836.25,1,445590500.0,0.0
5235,CC,0.0,0.0,0.0,0,46889609.92,3,0.0,0.0
5236,CC,0.0,0.0,0.0,0,719896.8125,1,0.0,0.0
5237,CC,0.0,0.0,175451258.272727,0,31600000.0,2,261255550.02,0.0
5238,CC,0.0,0.0,10000000.0,0,0.0,0,0.0,0.0
5239,CC,0.0,0.0,2650000000.0,0,106121650.4825,2,574196400.0,134271666.666667
5240,CC,90454350.0,0.0,16833333.3333333,0,1500000.0,1,0.0,0.0
5241,CC,144921000.0,0.0,17910323.308,0,4322195.11,1,0.0,0.0
5242,CC,0.0,0.0,70000000.0,0,11420000.0,1,0.0,0.0
5243,CC,0.0,10081500.0,0.0,0,385128.55,1,0.0,0.0
5244,CC,0.0,0.0,176042320.46,0,51017235.25,1,0.0,58912606.8
5245,CC,0.0,30324000.0,18807557.33,0,24776485.37,1,0.0,0.0
5246,CC,0.0,6744500.0,0.0,0,1221360.28,1,0.0,0.0
5247,CC,0.0,28076715.0,0.0,0,84268593.65,2,0.0,0.0
5248,CC,0.0,0.0,20000000.0,1,14522352.755,1,0.0,0.0
5249,CC,0.0,0.0,300000000.0,0,0.0,0,0.0,0.0
5250,CC,0.0,31725000.0,5915442.903125,0,0.0,0,0.0,0.0
5251,CC,0.0,78953060.0,15000000.0,0,0.0,0,0.0,0.0
5252,CC,0.0,8071140.0,0.0,0,204046.212857143,1,0.0,0.0
5253,CC,0.0,10798400.0,0.0,0,1000000.0,1,0.0,0.0
5254,CC,0.0,26010300.0,5619375.0,0,15271663.98,1,0.0,0.0
5255,CC,0.0,0.0,83606028.0,0,0.0,0,60735000.0,0.0
5256,CC,0.0,0.0,0.0,0,7407542.07,2,0.0,0.0
5257,CC,0.0,0.0,72488175.5,0,6792367.13352941,2,26353043.1833333,0.0
5258,CC,0.0,25807700.0,0.0,0,5693177.37,1,0.0,0.0
5259,CC,0.0,228257850.0,0.0,0,19500000.0,1,0.0,0.0
5260,CC,933030000.0,0.0,0.0,0,878034828.39,2,948500000.0,0.0
5261,CC,0.0,0.0,0.0,0,5000000.0,1,0.0,0.0
5262,CC,0.0,552869260.0,2103157511.0,0,60017522.66,1,269805255.666667,0.0
5263,CC,0.0,0.0,0.0,0,515441758.74,5,0.0,0.0
5264,CC,0.0,14088250.0,0.0,0,2481546.31,1,0.0,0.0
5265,CC,0.0,0.0,46734750.0,0,177897204.666667,2,113840100.0,114600000.0
5266,CC,0.0,0.0,3000000.0,0,0.0,0,0.0,0.0
5267,CC,1282640000.0,0.0,0.0,0,890127738.48,2,948500000.0,0.0
5268,CC,0.0,61293715.36,0.0,0,40000000.0,1,0.0,0.0
5269,CC,0.0,23500000.0,0.0,0,1484980.5,1,0.0,0.0
5270,CC,0.0,43617500.0,0.0,0,6829377.85833333,1,0.0,0.0
5271,CC,0.0,0.0,0.0,0,39150000.0,1,0.0,0.0
5272,CC,0.0,22822800.0,0.0,0,1028136.99,1,18667258.175,0.0
5273,CC,0.0,8577500.0,0.0,0,1084036.0,1,0.0,0.0
5274,CC,625334000.0,0.0,461490006.0,0,325000000.0,1,0.0,0.0
5275,CC,0.0,0.0,0.0,0,895917.36,2,0.0,0.0
5276,CC,0.0,0.0,0.0,0,3059400.0,1,0.0,0.0
5277,CC,99351000.0,0.0,198540560.25,0,3602281.7273913,2,896333333.333333,0.0
5278,CC,187087300.0,0.0,125000000.0,0,0.0,0,0.0,0.0
5279,CC,0.0,0.0,117240000.0,0,40781355.0,3,0.0,0.0
5280,CC,0.0,0.0,0.0,0,10288448.71,1,0.0,0.0
5281,CC,0.0,66412880.0,0.0,0,22493161.95,1,0.0,0.0
5282,CC,0.0,16786050.0,0.0,0,2000012.0,1,0.0,0.0
5283,CC,211056830.0,0.0,26670917.8333333,0,295412.35,2,81749626.7,0.0
5284,CC,0.0,0.0,9250000.0,0,9100000.0,1,0.0,0.0
5285,CC,0.0,0.0,7888888.88888889,0,35813692.3483333,3,0.0,0.0
5286,CC,0.0,10786038.0,6833333.33333333,1,0.0,0,0.0,0.0
5287,CC,78848000.0,0.0,0.0,0,80230116.26,1,0.0,0.0
5288,CC,0.0,0.0,26250000.0,0,23563219.35,1,25608333.3333333,0.0
5289,CC,0.0,60681700.0,0.0,0,4121171.24333333,1,0.0,0.0
5290,CC,0.0,0.0,0.0,0,2916705.56,1,0.0,0.0
5291,CC,0.0,0.0,0.0,0,0.0,0,8070000.0,0.0
5292,CC,0.0,0.0,11210244.5,0,4066466.66666667,1,0.0,272964841.8
5293,CC,0.0,0.0,0.0,0,33309252.3166667,1,0.0,0.0
5294,CC,0.0,2350000.0,0.0,0,606849.2,2,0.0,0.0
5295,CC,0.0,0.0,0.0,0,1551803.0,1,0.0,0.0
5296,CC,49129500.0,0.0,0.0,0,100663561.54,1,0.0,0.0
5297,CC,0.0,0.0,1946305.28571429,0,5519530.14727273,2,0.0,0.0
5298,CC,0.0,0.0,35000000.0,0,13828120.155,1,0.0,0.0
5299,CC,0.0,0.0,0.0,0,209473309.17,3,0.0,0.0
5300,CC,0.0,0.0,0.0,0,0.0,0,246985483.333333,235240916.0
5301,CC,0.0,0.0,1200000.0,0,34495870.45,6,0.0,0.0
5302,CC,0.0,0.0,417318.793684211,0,1045750.0,1,0.0,0.0
5303,CC,0.0,0.0,0.0,0,206272172.53,2,0.0,0.0
5304,CC,0.0,0.0,80840000.0,0,30670937.295,2,0.0,0.0
5305,CC,0.0,192950000.0,0.0,0,10700000.0,1,0.0,0.0
5306,CC,317061940.0,0.0,0.0,0,10000000.0,2,0.0,0.0
5307,CC,85011260.0,23453000.0,25822073.63,0,2610860.0,1,0.0,0.0
5308,CC,0.0,106599400.0,678670.0,0,0.0,0,0.0,0.0
5309,CC,0.0,0.0,2384760.0,0,4692380.0,1,0.0,0.0
5310,CC,0.0,819900.09,0.0,0,3900000.0,1,0.0,0.0
5311,CC,0.0,0.0,0.0,0,9295894.73684211,3,0.0,0.0
5312,CC,0.0,344079966.0,0.0,0,1614979.88863636,1,0.0,0.0
5313,CC,312403400.0,0.0,0.0,0,6061995.19173913,1,0.0,0.0
5314,CC,265808500.0,0.0,0.0,0,2494202.89869565,1,0.0,0.0
5315,CC,299613000.0,0.0,0.0,0,1624637.68130435,1,0.0,0.0
5316,CC,0.0,0.0,0.0,0,39682864.92,1,0.0,0.0
5317,CC,0.0,822500000.0,0.0,0,32425437.6,2,0.0,0.0
5318,CC,0.0,40257670.0,0.0,0,4824775.095,1,0.0,0.0
5319,CC,0.0,0.0,850000000.0,0,304941968.05,1,856208000.0,0.0
5320,CC,0.0,0.0,33800000.0,0,0.0,0,0.0,0.0
5321,CC,0.0,0.0,0.0,0,49398918.99,2,0.0,0.0
5322,CC,0.0,0.0,0.0,0,8180000.0,2,143183200.0,0.0
5323,CC,0.0,0.0,2836242.15857143,0,20752175.41,2,0.0,0.0
5324,CC,0.0,0.0,0.0,0,30553755.73,1,0.0,0.0
5325,CC,0.0,117500000.0,0.0,0,7294963.0,2,0.0,0.0
5326,CC,0.0,235065990.0,0.0,0,440645492.48,2,0.0,0.0
5327,CC,0.0,26715100.0,15000000.0,0,2860000.0,1,0.0,0.0
5328,CC,0.0,36652925.0,3525000.0,0,652083.333333333,1,0.0,0.0
5329,CC,0.0,154366609.6,0.0,0,34553702.1225,1,96619902.0,0.0
5330,CC,0.0,0.0,40000000.0,0,0.0,0,40075430.0,0.0
5331,CC,0.0,4700000.0,0.0,0,740304.3,1,0.0,0.0
5332,CC,0.0,0.0,0.0,0,87928152.43,2,0.0,0.0
5333,CC,147409480.0,0.0,78870209.83,0,62575699.99,3,0.0,0.0
5334,CC,0.0,502900.0,0.0,0,77482.82,1,0.0,0.0
5335,CC,233612515.94849,0.0,0.0,0,99713351.8914286,4,0.0,0.0
5336,CC,0.0,4226603.0,0.0,0,1293010.08,1,0.0,0.0
5337,CC,0.0,16873570.0,0.0,0,2914506.5,1,0.0,0.0
5338,CC,0.0,0.0,0.0,0,80893912.2,1,0.0,0.0
5339,CC,0.0,0.0,390343188.0,6,2637627.80285714,1,0.0,0.0
5340,CC,0.0,362182000.0,0.0,0,21213909.82,1,0.0,0.0
5341,CC,0.0,0.0,0.0,0,1607164.76,1,0.0,0.0
5342,CC,0.0,1192550.0,0.0,0,22879897.191,2,0.0,0.0
5343,CC,0.0,0.0,0.0,0,5093043.62,2,0.0,0.0
5344,CC,39478800.0,0.0,9000000.0,0,12338873.185,1,0.0,0.0
5345,CC,0.0,0.0,0.0,0,5830642.34,2,0.0,0.0
5346,CC,0.0,212800000.0,0.0,0,1096367.47888889,1,0.0,0.0
5347,CC,0.0,50355800.0,0.0,0,3407024.33333333,1,0.0,0.0
5348,CC,0.0,0.0,37626800.0,0,0.0,0,0.0,0.0
5349,CC,0.0,5875000.0,0.0,0,371245.0,1,0.0,0.0
5350,CC,0.0,12356300.0,0.0,0,1472220.0,1,0.0,0.0
5351,CC,0.0,0.0,0.0,0,16129126.33,1,0.0,0.0
5352,CC,0.0,4700000.0,0.0,0,740304.315,1,0.0,0.0
5353,CC,0.0,162151330.0,0.0,0,1862515.29,1,0.0,0.0
5354,CC,0.0,2356111012.0,0.0,0,0.0,0,856088000.0,0.0
5355,CC,0.0,23500000.0,0.0,0,1484980.5,1,0.0,0.0
5356,CC,0.0,3811826.0,200000000.0,0,150000000.0,1,0.0,0.0
5357,CC,0.0,0.0,0.0,0,1700000.0,1,0.0,0.0
5358,CC,0.0,0.0,31338198.0,0,72886017.43,3,0.0,0.0
5359,CC,0.0,16450000.0,0.0,0,1959973.0,1,0.0,0.0
5360,CC,0.0,3748250.0,0.0,0,870505.48,1,0.0,0.0
5361,CC,481361000.0,65985000.0,401666666.666667,0,20655310.5213636,1,0.0,0.0
5362,CC,0.0,17625000.0,0.0,0,3168800.51,1,0.0,0.0
5363,CC,0.0,0.0,0.0,0,10333333.3333333,1,31913560.0,0.0
5364,CC,0.0,0.0,0.0,0,22115507.5,2,62825000.0,0.0
5365,CC,0.0,53760000.0,20000000.0,0,6750000.0,1,0.0,0.0
5366,CC,0.0,16450000.0,0.0,0,1959973.0,1,0.0,0.0
5367,CC,0.0,101303750.0,30300000.0,4,0.0,0,0.0,0.0
5368,CC,0.0,268561307.5,0.0,0,4806495.02,1,0.0,0.0
5369,CC,0.0,9400000.0,0.0,0,1187984.0,1,0.0,0.0
5370,CC,0.0,0.0,0.0,0,248423144.14,2,0.0,0.0
5371,CC,0.0,0.0,0.0,0,9704465.475,2,0.0,0.0
5373,CC,0.0,15912706.0,0.0,0,5500000.0,1,0.0,0.0
5374,CC,0.0,0.0,16166666.6666667,0,38466113.8957143,2,0.0,0.0
5375,CC,49718500.0,0.0,0.0,0,2602527.3,1,0.0,0.0
5376,CC,0.0,66445040.0,10000000.0,0,14000000.0,1,0.0,0.0
5377,CC,0.0,0.0,1666666.66666667,0,1450000.0,1,0.0,0.0
5378,CC,134433764.784547,0.0,0.0,0,4242860.1825,1,0.0,0.0
5379,CC,0.0,88089750.0,0.0,0,7355129.3,1,0.0,0.0
5380,CC,52442121.163943,0.0,0.0,0,6049051.95166667,1,0.0,0.0
5381,CC,114567500.0,0.0,90000000.0,0,96513000.0,1,0.0,152220000.0
5382,CC,0.0,0.0,3553000.0,0,14570382.47,3,0.0,0.0
5383,CC,0.0,21652360.0,0.0,0,2378756.19,1,0.0,0.0
5384,CC,0.0,5567150.0,0.0,0,525000.0,1,0.0,0.0
5385,CC,167606000.0,0.0,145000000.0,0,179486993.87,1,0.0,0.0
5386,CC,0.0,75000550.0,3869865.14285714,3,4830000.0,2,0.0,0.0
5387,CC,0.0,0.0,294625000.0,0,0.0,0,25132556.35,0.0
5388,CC,0.0,0.0,0.0,0,5375000.0,1,0.0,0.0
5389,CC,0.0,6118358400.0,0.0,0,41159761.33,1,0.0,0.0
5390,CC,0.0,2262014541.0,55725960.0,0,18379000.0,2,0.0,0.0
5391,CC,0.0,60902501.46,0.0,0,24196597.2,2,0.0,0.0
5392,CC,0.0,0.0,182521046.0,0,0.0,0,0.0,0.0
5393,CC,0.0,0.0,0.0,0,16087250.0,1,127472000.0,0.0
5394,CC,0.0,4801960.0,121250000.0,0,176522895.753333,2,0.0,0.0
5395,CC,0.0,0.0,0.0,0,1947769.515,1,0.0,0.0
5396,CC,0.0,0.0,0.0,0,46069986.26,1,0.0,0.0
5397,CC,0.0,29699217.77,0.0,0,2100893.29,1,0.0,0.0
5398,CC,0.0,0.0,0.0,0,17892132.786,2,0.0,0.0
5399,CC,0.0,0.0,6000000.0,0,0.0,0,238770000.0,0.0
5400,CC,0.0,18418986.0,0.0,0,7500000.0,1,0.0,0.0
5401,CC,0.0,4235990.0,0.0,0,473991.63,1,0.0,0.0
5402,CC,0.0,80854980.0,36806666.6666667,0,0.0,0,50062050.0,0.0
5403,CC,0.0,0.0,14000000.0,0,8551451.155,1,0.0,0.0
5404,CC,0.0,0.0,0.0,0,136872320.73,1,136326984.0,0.0
5405,CC,0.0,59532000.0,36000000.0,0,0.0,0,0.0,0.0
5406,CC,0.0,0.0,0.0,0,818891.43,1,0.0,0.0
5407,CC,0.0,0.0,252671495.3,0,492109127.55,1,269166674.3976,700000014.549
5408,CC,0.0,36650700.0,64503571.4285714,1,82585364.6725,2,187596833.333333,0.0
5409,CC,0.0,0.0,0.0,0,1751010.42,2,0.0,0.0
5410,CC,0.0,5795100.0,0.0,0,2850478.01,1,0.0,0.0
5411,CC,0.0,12634910.4,0.0,0,87000000.0,2,0.0,0.0
5412,CC,0.0,289462626.2,7500000.0,0,53688433.625,3,0.0,0.0
5413,CC,0.0,0.0,0.0,0,4000000.0,1,13860006.0,0.0
5414,CC,401526000.0,19005590.0,199860268.0,0,134615216.8125,1,0.0,0.0
5415,CC,0.0,0.0,0.0,0,195500.0,1,0.0,0.0
5416,CC,0.0,0.0,0.0,0,3759726.032,2,0.0,0.0
5417,CC,0.0,0.0,0.0,0,7691708.86,1,0.0,0.0
5418,CC,0.0,13988820.0,242875000.0,0,0.0,0,172367406.825667,0.0
5419,CC,0.0,164708190.0,11770000.0,0,0.0,0,0.0,0.0
5420,CC,0.0,0.0,0.0,0,42263173.97,1,0.0,0.0
5421,CC,0.0,0.0,0.0,0,4333333.33333333,1,40509040.0,0.0
5422,CC,0.0,22068152.0,0.0,0,1238840.3225,1,0.0,0.0
5423,CC,513922000.0,0.0,470049166.71,0,0.0,0,0.0,0.0
5424,CC,0.0,0.0,0.0,0,72896.33,1,0.0,0.0
5425,CC,0.0,11806310.0,0.0,0,47690690.67,5,0.0,0.0
5426,CC,0.0,14607108.0,35470500.0,1,7242203.14285714,2,0.0,0.0
5427,CC,0.0,12701750.0,0.0,0,1605264.0,1,0.0,0.0
5428,CC,0.0,2350000.0,0.0,0,195434.34,3,0.0,0.0
5429,CC,0.0,25743550.0,0.0,0,56241.08,2,0.0,0.0
5430,CC,0.0,0.0,0.0,0,21990373.45,1,0.0,0.0
5431,CC,45248500.0,0.0,10001713.29,0,0.0,0,0.0,0.0
5432,CC,0.0,0.0,0.0,0,21326288.1176923,1,0.0,0.0
5433,CC,0.0,0.0,0.0,0,12868154.36,1,0.0,0.0
5434,CC,0.0,55177800.0,4000000.0,0,23500000.0,4,0.0,0.0
5435,CC,0.0,0.0,0.0,0,657952.324,1,0.0,0.0
5436,CC,0.0,26916900.0,0.0,0,3103538.0,1,0.0,0.0
5437,CC,92327621.163943,0.0,0.0,0,51594197.67,1,0.0,0.0
5438,CC,0.0,0.0,0.0,0,10000000.0,1,0.0,0.0
5439,CC,0.0,45103540.0,0.0,0,2541221.95833333,1,0.0,0.0
5440,CC,270799584.353641,1188937742.0,0.0,0,25954866.6633333,1,0.0,0.0
5441,CC,37458657.974245,0.0,0.0,0,8960328.11764706,1,0.0,19408745.0
5442,CC,62206800.0,716960414.0,0.0,0,43332207.8885714,1,0.0,0.0
5443,CC,149573507.974245,91540800.0,0.0,0,64702190.635,2,0.0,0.0
5444,CC,0.0,0.0,0.0,0,18005435.34,2,0.0,0.0
5445,CC,0.0,37800000.0,1885000.0,0,23915738.1666667,1,0.0,0.0
5446,CC,0.0,27228910.0,0.0,0,22175000.0,1,0.0,0.0
5447,CC,0.0,426910240.0,81000000.0,0,8453802.04307692,1,0.0,0.0
5448,CC,0.0,8962800.0,15000000.0,0,18598171.9,1,0.0,0.0
5449,CC,0.0,0.0,12137244.0,0,4084494.30111111,1,0.0,0.0
5450,CC,0.0,105643400.0,0.0,0,97220268.58,1,0.0,0.0
5451,CC,46489440.0,0.0,0.0,0,18160000.0,1,0.0,0.0
5452,CC,0.0,0.0,21000000.0,0,0.0,0,0.0,0.0
5453,CC,338591779.138188,0.0,0.0,0,143864901.946667,2,0.0,232922759.066667
5454,CC,0.0,1056903800.0,0.0,0,100000000.0,1,0.0,0.0
5455,CC,302153600.0,294345000.0,0.0,0,8345244.95428572,3,0.0,0.0
5456,CC,140954800.0,27018000.0,0.0,0,68832782.1166667,2,0.0,0.0
5457,CC,0.0,0.0,0.0,0,159178254.023333,1,0.0,0.0
5458,CC,44893500.0,0.0,0.0,0,6800000.0,1,160605000.0,0.0
5459,CC,0.0,268503800.0,170000000.0,0,1682055.99,1,0.0,0.0
5460,CC,493130000.0,0.0,0.0,0,6985920.0,1,0.0,0.0
5461,CC,0.0,0.0,0.0,0,0.0,0,56532000.0,0.0
5462,CC,0.0,0.0,10621869.0,0,4423564.12,1,0.0,0.0
5463,CC,67425584.353641,0.0,0.0,0,117855211.44,2,0.0,0.0
5464,CC,0.0,21150000.0,0.0,0,2519965.0,1,0.0,0.0
5465,CC,103917160.0,0.0,0.0,0,3380757.264,1,0.0,0.0
5466,CC,0.0,456600219.9,30066666.6666667,0,25000000.0,1,0.0,0.0
5467,CC,0.0,0.0,0.0,0,1775000.0,1,0.0,0.0
5468,CC,149834631.89698,0.0,0.0,0,128900127.504,3,230729750.0,0.0
5469,CC,0.0,0.0,0.0,0,77725436.892,1,0.0,71837440.625
5470,CC,0.0,14882400.0,0.0,0,281591.1,1,0.0,0.0
5471,CC,1614938930.0,46277060.0,44353195.6666667,2,127765667.413333,1,58920000.0,0.0
5472,CC,218770200.0,0.0,165333333.333333,0,44971990.271,1,0.0,0.0
5473,CC,0.0,325016200.0,173094811.810714,0,22722647.0588235,2,313316668.888889,0.0
5474,CC,163222640.0,0.0,15000000.0,0,0.0,0,0.0,0.0
5475,CC,620597350.0,96702500.0,78031880.0,2,60048759.6566667,3,102499978.3932,0.0
5476,CC,0.0,13594750.0,0.0,0,3319030.57,1,0.0,0.0
5477,CC,0.0,0.0,700000.0,0,39700394.0,1,0.0,76584121.3333333
5478,CC,0.0,7140000.0,0.0,0,24281338.91,2,0.0,0.0
5479,CC,0.0,0.0,0.0,0,3004894.66666667,1,0.0,0.0
5480,CC,0.0,146820704.0,0.0,0,3270023.44157895,2,0.0,0.0
5481,CC,89900779.138188,0.0,0.0,0,57868398.82,2,0.0,0.0
5482,CC,0.0,0.0,0.0,0,41930023.8033333,1,0.0,0.0
5483,CC,0.0,0.0,0.0,0,7437988.04666667,1,0.0,0.0
5484,CC,0.0,82396160.0,0.0,0,588748.4,1,0.0,0.0
5485,CC,187334000.0,277303820.0,0.0,0,7408880.81823529,2,0.0,0.0
5486,CC,95993997.974245,0.0,0.0,0,742490.0,1,0.0,0.0
5487,CC,0.0,763805650.0,0.0,0,12237591.3166667,1,0.0,0.0
5488,CC,0.0,9242.03,0.0,0,24624245.9625,1,0.0,0.0
5489,CC,0.0,0.0,0.0,0,53581399.155,1,0.0,0.0
5490,CC,127767000.0,0.0,340000000.0,0,224051260.375,4,252898750.0,0.0
