Id,TipoID,Portafolio_RentaFija,Portafolio_RentaVariable,Entradas_Transaccionales,Entradas_Frecuencia,Salidas_Transaccionales,Salidas_Frecuencia,DivisasCompras,DivisasVentas
1390,CC,0.0,0.0,10000000.0,0,20000000.0,1,0.0,0.0
1391,CC,0.0,0.0,60000000.0,0,269525681.655,5,0.0,0.0
1392,CC,0.0,15288000.0,0.0,0,23833000.0,1,0.0,0.0
1393,CC,0.0,0.0,0.0,0,415728088.161667,2,0.0,0.0
1394,CC,179388613.06,7297643.5,435000000.0,0,477857216.1,2,0.0,0.0
1395,CC,0.0,0.0,0.0,0,7000000.0,1,0.0,0.0
1396,CC,48672763.189698,0.0,6412420.0,0,26196110.105,2,0.0,0.0
1397,CC,0.0,141780000.0,0.0,0,5048934.0,1,0.0,0.0
1398,CC,0.0,1072378974.62,0.0,0,333333333.333333,3,0.0,0.0
1399,CC,0.0,0.0,8336199.75333333,0,4852591.16,1,0.0,0.0
1400,CC,0.0,0.0,9620460.33333333,0,49800000.0,1,0.0,0.0
1401,CC,0.0,43639500.0,0.0,0,5903800.0,1,0.0,0.0
1402,CC,0.0,353665880.0,0.0,0,13715833.3766667,1,0.0,0.0
1403,CC,1509565000.0,0.0,176666666.666667,0,0.0,0,1054389000.0,0.0
1404,CC,173136289.07,209320430.0,200000000.0,0,0.0,0,0.0,0.0
1405,CC,237463657.974245,310871580.0,78042500.0,0,70559087.7566667,1,81396250.0,0.0
1406,CC,0.0,0.0,0.0,0,12000000.0,1,0.0,0.0
1407,CC,0.0,25130449.0,10800000.0,1,20000000.0,1,0.0,0.0
1408,CC,0.0,0.0,0.0,0,35000000.0,1,0.0,0.0
1409,CC,0.0,85616610.0,0.0,0,17500000.0,1,0.0,0.0
1410,CC,61204800.0,24738616.0,0.0,0,20000000.0,1,0.0,0.0
1411,CC,0.0,48645000.0,244093611.99,0,73700365.2,1,0.0,0.0
1412,CC,121578800.0,0.0,0.0,0,278343862.285,1,0.0,10978645.72
1413,CC,0.0,0.0,142500000.0,0,151890448.295,2,342567060.0,0.0
1414,CC,1141157000.0,0.0,946930923.5,0,6396911.49666667,1,827229120.0,0.0
1415,CC,328162000.0,170128.0,90000000.0,0,21820690.6283333,1,0.0,0.0
1416,CC,0.0,0.0,0.0,0,16666666.6666667,1,0.0,0.0
1417,CC,507057500.0,10744000.0,245000000.0,0,175000000.0,1,0.0,0.0
1418,CC,0.0,120761800.0,0.0,0,14033562.75,1,0.0,0.0
1419,CC,0.0,2059000.0,0.0,0,8493065.3,1,0.0,0.0
1420,CC,0.0,42391495445.35,128706659.5,2,512737500.0,1,0.0,0.0
1421,CC,0.0,0.0,12370071.2631579,0,25763716.92,2,0.0,0.0
1422,CC,790540400.0,0.0,120000000.0,0,120000000.0,1,0.0,179130384.48
1423,CC,0.0,92054650.0,4300000.0,0,0.0,0,0.0,0.0
1424,CC,0.0,0.0,0.0,0,5199448.42769231,3,0.0,0.0
1425,CC,3656062000.0,1927654720.0,351910081.893333,0,60077605.6621053,2,0.0,0.0
1426,CC,201126000.0,0.0,269327372.5,0,105061524.857143,4,0.0,0.0
1427,CC,0.0,0.0,41666666.6666667,0,83184399.3333333,2,50979958.575,41861871.15
1428,CC,0.0,0.0,0.0,0,100000000.0,2,0.0,0.0
1429,CC,0.0,22604650.0,0.0,0,2997364.45,1,0.0,0.0
1430,CC,0.0,11750000.0,113508000.0,0,32254807.857,2,0.0,0.0
1431,CC,0.0,483047200.0,0.0,0,4000000.0,1,0.0,0.0
1432,CC,0.0,0.0,0.0,0,5421757.407,1,0.0,0.0
1433,CC,138382500.0,40168340.0,200000000.0,0,276227129.25,3,0.0,1849000000.0
1434,CC,2516187200.0,0.0,307576100.0,0,89000000.0,1,0.0,28344768.045
1435,CC,0.0,127246870.53,12000000.0,0,31166666.6666667,1,0.0,0.0
1436,CC,97392510.733037,0.0,0.0,0,10008023.78,2,0.0,0.0
1437,CC,0.0,0.0,0.0,0,0.0,0,356500000.0,0.0
1438,CC,0.0,0.0,269000000.0,4,38462538.55,4,0.0,0.0
1439,CC,0.0,52517906.0,0.0,0,37557192.84,1,0.0,0.0
1440,CC,0.0,48131200.0,0.0,0,26271000.0,1,0.0,22542000.0
1441,CC,184482260.0,0.0,98590457.5553333,0,48932976.99,1,214740170.0,313715836.0
1442,CC,0.0,83096573.0,0.0,0,3422500.0,1,0.0,0.0
1443,CC,0.0,65696000.0,14316666.6666667,2,14625938.4,1,0.0,76876.8
1444,CC,2145104000.0,23500000.0,0.0,0,16053785.9777273,3,0.0,18624600.0
1445,CC,99861000.0,44570920.0,0.0,0,1557160.40571429,1,0.0,0.0
1446,CC,0.0,18990000.0,2905720.51461538,0,2584481.66666667,1,0.0,0.0
1447,CC,0.0,39686880.0,29500991.25,0,173076750.0,1,645660000.0,0.0
1448,CC,0.0,49311782.0,0.0,0,3230742.3,1,0.0,0.0
1449,CC,0.0,2350000.0,0.0,0,299423.855,1,0.0,0.0
1450,CC,0.0,0.0,0.0,0,493930526.54,5,0.0,0.0
1451,CC,0.0,0.0,0.0,0,724211.378571429,1,0.0,0.0
1452,CC,37458657.974245,0.0,0.0,0,588378.02125,1,0.0,0.0
1453,CC,0.0,363246498.16,95000000.0,0,0.0,0,13491290.6,0.0
1454,CC,0.0,0.0,0.0,0,4468750.0,1,0.0,0.0
1455,CC,0.0,0.0,100000000.0,0,78327977.78,1,0.0,0.0
1456,CC,0.0,0.0,0.0,0,125333333.333333,2,0.0,0.0
1457,CC,0.0,125214730.0,0.0,0,25000000.0,2,0.0,0.0
1458,CC,0.0,23727510.0,20000000.0,0,27465000.0,1,0.0,0.0
1459,CC,0.0,0.0,0.0,0,30000000.0,1,0.0,0.0
1460,CC,0.0,6997887699.48,1182500000.0,0,18340411.71,1,0.0,0.0
1461,CC,51214200.0,0.0,0.0,0,9474594.215,2,47106000.0,0.0
1462,CC,506100000.0,0.0,0.0,0,200000000.0,5,0.0,0.0
1463,CC,418286520.0,0.0,675000000.0,0,0.0,0,0.0,0.0
1464,CC,0.0,35250000.0,170000000.0,0,75334527.25,2,0.0,0.0
1465,CC,0.0,73491300.0,0.0,0,1631900.0,1,150230000.0,0.0
1466,CC,108267000.0,34956500.0,300000000.0,0,1110997265.62,5,0.0,137400000.0
1467,CC,0.0,0.0,0.0,0,9885714.28571429,2,0.0,1120272.74833333
1468,CC,0.0,159870020.0,0.0,0,6835980.5,1,0.0,0.0
1469,CC,0.0,0.0,7328318.5,2,33030951.8766667,2,0.0,0.0
1470,CC,0.0,0.0,0.0,0,36047724.1925,2,0.0,0.0
1471,CC,0.0,0.0,0.0,0,34801.57,1,0.0,0.0
1472,CC,0.0,93623738.0,0.0,0,951459.961111111,1,0.0,0.0
1473,CC,0.0,96454840.0,19200400.0,0,0.0,0,0.0,0.0
1474,CC,0.0,0.0,0.0,0,1125531.41,1,0.0,0.0
1475,CC,29966926.379396,0.0,330400000.0,0,216069566.59,2,481413644.129,0.0
1476,CC,0.0,228580.0,0.0,0,49089.92,1,0.0,0.0
1477,CC,0.0,0.0,64500000.0,0,19857142.8571429,1,56950000.0,0.0
1478,CC,0.0,51700000.0,0.0,0,15500443.2,1,0.0,0.0
1479,CC,0.0,0.0,0.0,0,56253297.835,1,0.0,0.0
1480,CC,307742000.0,0.0,0.0,0,26866666.6666667,1,0.0,0.0
1481,CC,0.0,0.0,0.0,0,36818307.05,3,0.0,0.0
1482,CC,0.0,3463240.0,13000000.0,1,16750000.0,1,0.0,0.0
1483,CC,0.0,0.0,35622672.09,0,0.0,0,0.0,0.0
1484,CC,0.0,0.0,0.0,0,4340000.0,1,0.0,0.0
1485,CC,0.0,2350000.0,0.0,0,308098.87,1,0.0,0.0
1486,CC,0.0,0.0,4572285.42391304,0,139075194.14,2,117240000.0,192300000.0
1487,CC,0.0,25516300.0,0.0,0,3040198.0,1,0.0,0.0
1488,CC,0.0,92008856.0,29425000.0,3,0.0,0,0.0,0.0
1489,CC,0.0,10331620.0,50000000.0,0,55524470.8825,2,0.0,0.0
1490,CC,0.0,271050660.0,33000000.0,3,0.0,0,0.0,0.0
1491,CC,0.0,0.0,0.0,0,9974852.0,1,0.0,0.0
1492,CC,0.0,0.0,500000000.0,0,534000000.0,1,0.0,0.0
1493,CC,0.0,7050000.0,0.0,0,1259982.0,2,0.0,0.0
1494,CC,0.0,21166920.0,3800000.0,0,0.0,0,0.0,0.0
1495,CC,0.0,0.0,0.0,0,63454533.34,2,0.0,0.0
1496,CC,0.0,0.0,0.0,0,28734742.15,9,0.0,0.0
1497,CC,0.0,0.0,85500000.0,0,213881795.155,3,137053200.0,0.0
1498,CC,980065000.0,0.0,163000000.0,0,112385826.405,1,309971666.666667,0.0
1499,CC,96873009.0,0.0,0.0,0,100788533.275,1,0.0,0.0
1500,CC,0.0,0.0,0.0,0,42457000.0,1,0.0,0.0
1501,CC,100890000.0,71392000.0,0.0,0,31400000.0,1,0.0,0.0
1502,CC,342478500.0,0.0,212937728.0,0,148431258.618889,1,0.0,0.0
1503,CC,0.0,739013900.0,0.0,0,42866203.0,1,0.0,0.0
1504,CC,0.0,0.0,0.0,0,284294824.925,4,0.0,0.0
1505,CC,0.0,0.0,0.0,0,11101500.5957143,1,0.0,0.0
1506,CC,0.0,0.0,0.0,0,83428006.17,1,0.0,0.0
1507,CC,0.0,18974290.0,0.0,0,1947118.59,1,0.0,0.0
1508,CC,0.0,14609007.0,0.0,0,233580.19,1,0.0,0.0
1509,CC,637838040.0,0.0,0.0,0,325181275.115,1,0.0,0.0
1510,CC,0.0,0.0,0.0,0,133945346.486667,2,0.0,1634088.141
1511,CC,0.0,22967917.72,0.0,0,3662787.12,1,0.0,0.0
1512,CC,0.0,0.0,0.0,0,147552368.79,4,0.0,0.0
1513,CC,0.0,0.0,0.0,0,2666666.66666667,1,0.0,0.0
1514,CC,0.0,64695500.0,0.0,0,7500000.0,1,0.0,0.0
1515,CC,0.0,858022150.0,0.0,0,33000000.0,1,0.0,0.0
1516,CC,0.0,0.0,0.0,0,385781721.86,5,0.0,0.0
1517,CC,0.0,117878000.0,0.0,0,50218810.4066667,2,0.0,0.0
1518,CC,0.0,0.0,0.0,0,12274935.04,2,0.0,0.0
1519,CC,0.0,0.0,0.0,0,9786159.30769231,2,0.0,0.0
1520,CC,44950389.569094,0.0,0.0,0,180211554.52,4,0.0,0.0
1521,CC,0.0,25850000.0,0.0,0,28101753.94,1,0.0,0.0
1522,CC,0.0,36137262.47,0.0,0,32000000.0,1,0.0,0.0
1523,CC,0.0,12116600.0,0.0,0,5000000.0,1,0.0,0.0
1524,CC,0.0,0.0,0.0,0,0.0,0,82446450.57,0.0
1525,CC,0.0,191276960.0,139185000.0,0,0.0,0,0.0,0.0
1526,CC,201628200.0,89091550.0,0.0,0,32136205.946,2,0.0,0.0
1527,CC,315625600.0,0.0,0.0,0,87809886.895,1,0.0,0.0
1528,CC,0.0,10710000.0,0.0,0,145845.0,1,0.0,0.0
1529,CC,0.0,0.0,0.0,0,32778224.12,1,0.0,0.0
1530,CC,0.0,0.0,0.0,0,6015713.52,1,0.0,0.0
1531,CC,502455850.0,13188200.0,28490880.0,0,10316229.0,1,32679750.0,0.0
1532,CC,0.0,72070593.0,11866666.6666667,2,6610000.0,1,0.0,0.0
1534,CC,0.0,9256000.0,23000000.0,0,10000000.0,1,0.0,0.0
1535,CC,0.0,605071500.0,0.0,0,68154884.32,2,0.0,56309768.64
1536,CC,0.0,1116250.0,0.0,0,14422509.76,1,0.0,0.0
1537,CC,0.0,6415500.0,0.0,0,4624635.3,1,0.0,0.0
1538,CC,0.0,956815.97,241390038.5,0,0.0,0,0.0,0.0
1539,CC,0.0,0.0,0.0,0,19810807.38,1,0.0,0.0
1540,CC,266744250.0,0.0,76250000.0,0,679804.14,2,266000000.0,0.0
1541,CC,187912000.0,0.0,0.0,0,77650000.0,2,0.0,0.0
1542,CC,829331920.0,12070400.0,394000000.0,0,139002085.133333,1,0.0,0.0
1543,CC,0.0,58177000.0,8000000.0,1,15000000.0,1,0.0,0.0
1544,CC,0.0,117665500.0,30000000.0,0,0.0,0,0.0,0.0
1545,CC,0.0,32681410.0,5966666.66666667,5,0.0,0,191627500.0,0.0
1546,CC,59239587.0,0.0,0.0,0,5174444.01857143,1,0.0,0.0
1547,CC,0.0,47000000.0,0.0,0,143944.48,2,0.0,0.0
1548,CC,0.0,0.0,4141737600.0,0,689652600.0,1,1235728571.42857,0.0
1549,CC,669170650.0,0.0,0.0,0,45075896.224,1,0.0,0.0
1550,CC,79720000.0,0.0,0.0,0,14664261.265,1,0.0,0.0
1552,CC,0.0,0.0,0.0,0,33763160.17,2,0.0,0.0
1553,CC,0.0,74870830.0,0.0,0,1735983.84173913,1,0.0,0.0
1554,CC,0.0,14711503.0,0.0,0,1706297.88,1,0.0,0.0
1555,CC,149834631.89698,116095000.0,0.0,0,16337158.655,1,0.0,0.0
1556,CC,0.0,446828390.0,0.0,0,30000000.0,1,0.0,0.0
1557,CC,0.0,0.0,150000000.0,0,0.0,0,0.0,0.0
1558,CC,189016000.0,0.0,900000.0,0,110000000.0,1,0.0,0.0
1559,CC,1304122750.0,0.0,387477183.0,0,11192101.734,1,623934000.0,0.0
1560,CC,0.0,0.0,0.0,0,13650000.0,1,0.0,0.0
1561,CC,0.0,55650000.0,36518370.54,0,0.0,0,89994720.0,0.0
1562,CC,184545000.0,73359630.0,120000000.0,0,1724033.505,1,0.0,0.0
1563,CC,0.0,29140000.0,89408.0,0,0.0,0,0.0,0.0
1564,CC,0.0,0.0,0.0,0,210960760.225,4,0.0,0.0
1565,CC,325886000.0,42410400.0,159000000.0,0,0.0,0,0.0,0.0
1566,CC,0.0,81827960.0,3333333.33333333,0,0.0,0,0.0,0.0
1567,CC,0.0,379071.0,0.0,0,75223292.91,2,0.0,0.0
1568,CC,0.0,469149670.0,0.0,0,10000000.0,1,0.0,0.0
1569,CC,0.0,16589168.0,0.0,0,1299633.314,1,0.0,0.0
1570,CC,0.0,0.0,222333333.333333,2,230827666.666667,2,0.0,679460100.0
1571,CC,0.0,0.0,0.0,0,22957163.2,1,0.0,0.0
1572,CC,0.0,0.0,0.0,0,14296949.175,1,0.0,0.0
1573,CC,0.0,0.0,0.0,0,32981773.5666667,2,0.0,0.0
1574,CC,0.0,0.0,0.0,0,23692090.56,1,0.0,0.0
1575,CC,4125477500.0,0.0,660278320.315455,0,222753690.351304,5,620509720.872667,1002523000.0
1576,CC,496945000.0,96304000.0,800244289.032,0,0.0,0,604246057.785,0.0
1577,CC,0.0,9917000.0,0.0,0,1253324.0,1,0.0,0.0
1578,CC,1774120000.0,304941600.0,0.0,0,196992329.454,3,0.0,0.0
1579,CC,0.0,15463919.02,0.0,0,4932187.93,1,0.0,0.0
1580,CC,0.0,0.0,15000000.0,0,0.0,0,0.0,0.0
1581,CC,0.0,0.0,0.0,0,2975614.55,1,0.0,0.0
1582,CC,0.0,224535776.4,70175397.6666667,0,13555565.2173913,1,0.0,0.0
1583,CC,394466810.0,0.0,0.0,0,18442000.0,1,0.0,20855000.0
1584,CC,386111430.52,0.0,18000000.0,0,1092544.0,1,0.0,0.0
1585,CC,44070500.0,0.0,16530206439.9004,0,15864072291.715,88,59354560.990625,0.0
1586,CC,0.0,0.0,120000000.0,0,334304434.91,2,333922500.0,0.0
1587,CC,347245500.0,0.0,0.0,0,11981402.8,2,0.0,0.0
1588,CC,0.0,147793120.0,0.0,0,17836249.98,2,0.0,0.0
1589,CC,100075000.0,0.0,45000000.0,0,64684441.68,2,0.0,0.0
1590,CC,0.0,1272502410.9,23599734.395,0,1000121.12,2,387725000.0,0.0
1591,CC,0.0,0.0,0.0,0,70330954.19,1,0.0,0.0
1592,CC,0.0,0.0,0.0,0,546704244.79,3,0.0,0.0
1593,CC,0.0,0.0,29055998.1277778,0,64402655.3971428,2,0.0,0.0
1594,CC,0.0,0.0,3300000.0,1,15000000.0,1,0.0,0.0
1595,CC,483995000.0,0.0,60212277.0,0,450000000.0,1,0.0,0.0
1596,CC,157933200.0,0.0,260000000.0,0,54961561.25,1,178785000.0,0.0
1597,CC,0.0,0.0,3276000.0,0,6982220.64615385,4,0.0,0.0
1598,CC,0.0,0.0,0.0,0,97326304.0,1,0.0,0.0
1599,CC,0.0,0.0,1122064.75,0,25863783.4815789,1,0.0,0.0
1600,CC,791876703.596376,327614264.0,566852885.5,0,0.0,0,288968396.1535,0.0
1601,CC,0.0,0.0,183333333.333333,0,88928648.6666667,1,0.0,0.0
1602,CC,0.0,59510440.0,0.0,0,1303076.68428571,1,0.0,0.0
1603,CC,606340616.552752,0.0,260000000.0,0,55586909.35,1,301420000.0,0.0
1604,CC,718304500.0,0.0,35617000.0,0,29136989.123913,2,0.0,0.0
1605,CC,0.0,19351050.0,0.0,0,326782865.12,4,0.0,0.0
1606,CC,0.0,0.0,52000000.0,0,25125000.0,1,0.0,0.0
1607,CC,0.0,0.0,216000000.0,0,106750000.0,1,229320000.0,0.0
1608,CC,0.0,95645000.0,0.0,0,15830799.9371429,1,0.0,0.0
1609,CC,0.0,0.0,2816199016.1525,0,100000000.0,1,2058250400.0,0.0
1610,CC,1001260000.0,0.0,136585819.93,0,34786919.54,2,0.0,0.0
1611,CC,0.0,0.0,0.0,0,15809619.67,1,0.0,0.0
1612,CC,0.0,94000.0,22000000.0,0,39263506.155,2,23292493.4121,0.0
1613,CC,855899020.0,37715678.32,78081051.0,1,3162753.45,1,146868444.456733,0.0
1614,CC,497185000.0,0.0,0.0,0,135642671.24,4,0.0,0.0
1615,CC,362029958.578507,14739300.0,0.0,0,15248945.86,1,0.0,0.0
1616,CC,0.0,0.0,0.0,0,7048454.7,1,0.0,0.0
1617,CC,0.0,220271107.84,0.0,0,19431135.59,1,0.0,0.0
1618,CC,0.0,0.0,0.0,0,23222449.7564706,2,0.0,35941233.648
1619,CC,0.0,0.0,0.0,0,6627861.65,2,0.0,0.0
1620,CC,0.0,4190050.0,0.0,0,529544.0,1,0.0,0.0
1621,CC,0.0,0.0,0.0,0,6015713.52,1,0.0,0.0
1622,CC,0.0,0.0,0.0,0,18978447.79,2,0.0,0.0
1623,CC,400365000.0,344521356.0,0.0,0,152459269.298333,2,0.0,0.0
1624,CC,0.0,0.0,117618997.296429,0,86613258.6109091,5,0.0,0.0
1625,CC,0.0,0.0,0.0,0,0.0,0,1506202250.0,0.0
1626,CC,0.0,0.0,20000000.0,0,68448657.9125,2,0.0,0.0
1627,CC,0.0,52668000.0,0.0,0,652596.363333333,1,0.0,0.0
1628,CC,0.0,0.0,0.0,0,19000000.0,1,0.0,0.0
1629,CC,0.0,0.0,3612500.0,0,6000000.0,1,0.0,0.0
1630,CC,204815200.0,4793920.0,0.0,0,479084567.61,4,0.0,0.0
1631,CC,0.0,0.0,60425108.0,0,0.0,0,24489990.0,0.0
1632,CC,477729342.327886,43677000.0,0.0,0,22444444.4444444,1,0.0,0.0
1633,CC,0.0,0.0,0.0,0,7524583.5,2,0.0,0.0
1634,CC,0.0,0.0,50000000.0,0,50802480.85,1,0.0,0.0
1635,CC,0.0,327782500.0,40000000.0,0,6436367.44,1,0.0,0.0
1636,CC,0.0,0.0,0.0,0,13311305.89625,1,0.0,0.0
1637,CC,0.0,0.0,0.0,0,13000000.0,1,0.0,0.0
1638,CC,0.0,0.0,0.0,0,0.0,0,380350000.0,0.0
1639,CC,74697750.0,0.0,0.0,0,16188058.406,2,0.0,0.0
1640,CC,0.0,9495000.0,26625000.0,0,23061431.6333333,1,0.0,0.0
1641,CC,0.0,0.0,0.0,0,35550714.44,1,0.0,0.0
1642,CC,0.0,0.0,0.0,0,10254428.5690909,2,0.0,0.0
1643,CC,0.0,0.0,0.0,0,279298411.43,1,0.0,0.0
1644,CC,0.0,7484900.0,0.0,0,8449977.75,2,0.0,0.0
1645,CC,0.0,7966500.0,0.0,0,98317434.38,3,2839500.0,0.0
1646,CC,0.0,960880600.0,250000000.0,0,250000000.0,1,0.0,0.0
1647,CC,0.0,0.0,387500000.0,0,45000000.0,1,369826697.42,0.0
1648,CC,0.0,0.0,0.0,0,14642924.0,1,0.0,0.0
1649,CC,0.0,16786050.0,0.0,0,2000012.0,1,0.0,0.0
1650,CC,44706500.0,0.0,148333333.333333,0,0.0,0,0.0,0.0
1651,CC,0.0,0.0,0.0,0,99755600.3233333,1,0.0,0.0
1652,CC,0.0,31028800.0,0.0,0,42969615.99,2,0.0,0.0
1653,CC,231865200.0,0.0,69044833.3333333,0,165696618.336667,1,137808976.0,0.0
1654,CC,0.0,92481840.0,9000000.0,1,0.0,0,0.0,0.0
1655,CC,0.0,0.0,0.0,0,36326285.49,1,0.0,0.0
1656,CC,0.0,56317450.0,0.0,0,3537741.35,1,0.0,0.0
1657,CC,0.0,0.0,0.0,0,48000000.0,3,0.0,0.0
1658,CC,0.0,0.0,346688065.5,0,169522994.615385,2,0.0,0.0
1659,CC,0.0,68200000.0,43000000.0,1,1700415.64,2,0.0,0.0
1660,CC,0.0,57412000.0,0.0,0,4000000.0,1,0.0,0.0
1661,CC,0.0,0.0,76850000.0,0,11494364.41,1,106291731.0,0.0
1662,CC,0.0,660861064.0,0.0,0,1300000.0,1,0.0,0.0
1663,CC,0.0,0.0,0.0,0,14180496.615,2,0.0,0.0
1664,CC,126756315.94849,0.0,0.0,0,173946425.118571,1,0.0,606400000.0
1665,CC,49689990.0,0.0,0.0,0,3860423.0,1,0.0,0.0
1666,CC,0.0,1175000.0,0.0,0,45184632.175,3,0.0,0.0
1667,CC,0.0,28880000.0,0.0,0,3108578.05,1,0.0,0.0
1668,CC,0.0,0.0,0.0,0,90558180.5966667,2,0.0,0.0
1669,CC,0.0,63665940.0,20000000.0,0,270000.0,1,0.0,0.0
1670,CC,0.0,213850000.0,0.0,0,18755852.5975,2,0.0,0.0
1671,CC,0.0,0.0,102500000.0,0,110346562.582,2,0.0,0.0
1672,CC,0.0,30443490.0,0.0,0,8466803.24,1,0.0,0.0
1673,CC,0.0,1114319.8,0.0,0,30000000.0,1,0.0,0.0
1674,CC,0.0,0.0,0.0,0,94336852.645,2,0.0,0.0
1675,CC,0.0,50772330.0,22000000.0,0,132000000.0,1,0.0,0.0
1676,CC,37731600.0,0.0,84000000.0,0,16355871.325,1,0.0,0.0
1677,CC,0.0,179508660.0,9783833.33333333,1,3665369.23076923,1,0.0,0.0
1678,CC,0.0,0.0,1600000.0,0,9633333.33333333,2,0.0,0.0
1679,CC,0.0,0.0,0.0,0,1632725.8,2,0.0,0.0
1680,CC,0.0,0.0,0.0,0,7132147.64,1,6001825.0,0.0
1681,CC,202479000.0,31308060.0,9016584.708,0,13000000.0,1,0.0,785408.283333333
1682,CC,0.0,0.0,0.0,0,346837263.21,2,0.0,0.0
1683,CC,462435000.0,4545670.0,2064868882.75,0,0.0,0,1694477750.0,0.0
1684,CC,0.0,0.0,6272000.0,0,16876473.375,1,0.0,0.0
1685,CC,454477500.0,0.0,0.0,0,4771736.085,1,0.0,0.0
1686,CC,0.0,47475000.0,2000000000.0,0,2915941347.8,1,1344420000.0,0.0
1687,CC,199925000.0,0.0,0.0,0,40000000.0,1,0.0,0.0
1688,CC,0.0,24180000.0,4500000.0,1,790909.090909091,1,0.0,0.0
1689,CC,368680980.0,171869461.89,66373701.3333333,0,8750000.0,1,53992611.1111111,0.0
1690,CC,137506600.0,0.0,0.0,0,9169708.63125,2,0.0,0.0
1691,CC,0.0,149246791.94,0.0,0,10196666.6666667,2,0.0,0.0
1692,CC,0.0,0.0,44250683.2714286,0,53326801.7142857,1,0.0,0.0
1693,CC,0.0,208039366.94,30000000.0,0,8973264.9975,1,0.0,0.0
1694,CC,0.0,0.0,0.0,0,164265.638333333,1,0.0,0.0
1695,CC,0.0,18087950.0,0.0,0,2155130.0,1,0.0,0.0
1696,CC,0.0,1351159150.0,0.0,0,16561373.52,1,0.0,0.0
1697,CC,0.0,162010.0,0.0,0,1752029.68875,1,0.0,0.0
1698,CC,0.0,129445000.0,0.0,0,7165821.0,2,0.0,0.0
1699,CC,406400650.0,242721090.0,0.0,0,75331780.77,1,0.0,0.0
1700,CC,0.0,0.0,248975574.4,0,135600000.0,4,0.0,0.0
1701,CC,456053000.0,27744000.0,0.0,0,51069245.9542857,1,0.0,329216000.0
1702,CC,0.0,7050000.0,0.0,0,839988.0,1,0.0,0.0
1703,CC,0.0,0.0,0.0,0,123890470.0,7,0.0,0.0
1704,CC,60269400.0,0.0,273637466.666667,12,47513840.3966667,1,132891912.75,0.0
1705,CC,0.0,26863200.0,0.0,0,4500000.0,1,0.0,0.0
1706,CC,0.0,0.0,7160000.0,0,11725259.265,2,0.0,0.0
1707,CC,0.0,0.0,0.0,0,23000000.0,1,0.0,223898546.666667
1708,CC,0.0,186570630.0,120000000.0,0,0.0,0,0.0,0.0
1709,CC,0.0,43475000.0,318000000.0,1,0.0,0,585000000.0,0.0
1710,CC,497370000.0,12983750.0,0.0,0,523813222.39,4,0.0,0.0
1711,CC,0.0,376108230.0,20500000.0,0,5266666.66666667,1,0.0,0.0
1712,CC,0.0,26340150.0,6000000.0,1,19515000.0,1,0.0,0.0
1713,CC,0.0,214355900.0,280000000.0,0,619275793.96,1,182100000.0,1372230000.0
1714,CC,0.0,0.0,0.0,0,377200000.0,1,0.0,377200000.0
1715,CC,0.0,216702044.0,0.0,0,11536511.5583333,1,0.0,0.0
1716,CC,0.0,0.0,0.0,0,44751754.0416667,10,1045104.48,605647215.0
1717,CC,0.0,0.0,0.0,0,150000000.0,1,0.0,0.0
1718,CC,0.0,22409600.0,0.0,0,1695040.26,1,0.0,0.0
1719,CC,0.0,223691788.0,14020000.0,1,5205611.42857143,1,0.0,0.0
1720,CC,0.0,0.0,20000000.0,0,48640618.3885714,1,0.0,0.0
1721,CC,0.0,25234000.0,20000000.0,0,47730.37,1,0.0,0.0
1722,CC,0.0,123255150.0,40000000.0,0,21211500.0,2,0.0,0.0
1723,CC,0.0,0.0,0.0,0,930177.68,1,0.0,0.0
1724,CC,0.0,23500000.0,6400000.0,0,6400000.0,2,0.0,0.0
1725,CC,0.0,0.0,0.0,0,20000000.0,1,0.0,0.0
1726,CC,0.0,88225400.0,120000000.0,0,0.0,0,0.0,0.0
1727,CC,0.0,47810888.0,0.0,0,7375000.0,1,0.0,0.0
1728,CC,0.0,20973510.0,0.0,0,3073385.25,1,0.0,0.0
1729,CC,265954760.0,0.0,0.0,0,70266917.63,2,0.0,0.0
1730,CC,0.0,0.0,103194302.235,0,201208823.36,2,0.0,0.0
1731,CC,0.0,130559300.0,0.0,0,20675725.634,1,0.0,0.0
1732,CC,0.0,3792900.0,0.0,0,13634580.9266667,2,0.0,0.0
1733,CC,997525000.0,0.0,605000000.0,0,0.0,0,0.0,0.0
1734,CC,0.0,0.0,1666666.66666667,0,4000000.0,1,0.0,0.0
1735,CC,0.0,20280500.0,40000000.0,0,0.0,0,0.0,0.0
1736,CC,15108800.0,0.0,0.0,0,6886584.625,2,0.0,0.0
1737,CC,2281735000.0,0.0,1132500000.0,0,485768393.937059,2,534251100.0,60599883.1125
1738,CC,0.0,182698608.0,0.0,0,4037283.734,1,0.0,0.0
1739,CC,0.0,0.0,0.0,0,0.0,0,4191269.29116667,0.0
1740,CC,0.0,0.0,0.0,0,0.0,0,187500000.0,110939964.48
1741,CC,0.0,0.0,0.0,0,993000000.0,1,0.0,0.0
1742,CC,1889395500.0,0.0,596500000.0,0,30602859.9278261,3,0.0,0.0
1743,CC,0.0,662496700.0,84375000.0,0,16559641.2816667,1,0.0,0.0
1744,CC,427826400.0,84117440.0,0.0,0,4682608.69565217,1,0.0,0.0
1745,CC,0.0,36081000.0,0.0,0,17615243.94,1,0.0,0.0
1746,CC,0.0,0.0,44452586.5,0,28000000.0,1,0.0,0.0
