Id,Tipo_ID,Ocupacion,Nacimiento,Edad,RangoEtario,Estado,IngresosFinancieros,Activos,Pasivos,Patrimonio,NivelRiesgo,Segmento,RiesgoOcupacion,Portafolio_RentaFija,Portafolio_RentaVariable,Entradas_Transaccionales,Entradas_Frecuencia,Salidas_Transaccionales,Salidas_Frecuencia,DivisasCompras,DivisasVentas,Cluster
1030,CC,Independiente,1955-11-15,67,Mayor de 50,Activo,16000000,5162694000,811488000.0,4287179000.0,Medio,Personal,5,0.0,87083310.0,0.0,0,13437228.8,1,0.0,0.0,0
1035,CC,Independiente,1980-01-27,43,31-50,Activo,199704000,491342000,351768000.0,139574000.0,Bajo,Personal,5,0.0,23480593.0,22683333.3333333,2,9350000.0,2,0.0,0.0,3
1046,CC,Independiente,1954-11-14,68,Mayor de 50,Activo,470569000,18260257000,3009147000.0,15251110000.0,Medio,Personal,5,0.0,0.0,700000000.0,0,328070245.167143,3,197964338.865,0.0,2
1060,CC,Independiente,1967-04-13,56,Mayor de 50,Activo,68012000,1343452000,1366000.0,1342086000.0,Medio,Personal,5,0.0,0.0,0.0,0,404996.884,1,0.0,1128937.5,1
1062,CC,Independiente,1957-09-08,65,Mayor de 50,Activo,78466000,683279000,52997000.0,630282000.0,Medio,Personal,5,0.0,62642857.0,0.0,0,11259347.805,2,0.0,0.0,0
1063,CC,Independiente,1976-11-23,46,31-50,Prospecto,190965000,1182935000,428977000.0,753958000.0,Medio,Personal,5,0.0,0.0,0.0,0,0.0,0,5838000.0,0.0,1
1071,CC,Independiente,1944-07-24,78,Mayor de 50,Activo,98723000,895388000,4402000.0,890986000.0,Medio,Personal,5,0.0,31800.0,22375000.0,0,0.0,0,0.0,0.0,3
1073,CC,Independiente,1948-04-19,75,Mayor de 50,Activo,140946000,730469000,0.0,730469000.0,Medio,Personal,5,0.0,0.0,0.0,0,1567929.29,1,0.0,0.0,4
1075,CC,Independiente,1985-07-10,38,31-50,Activo,487130000,1864841000,1228877000.0,635964000.0,Bajo,Personal,5,0.0,3677750.0,0.0,0,26124949.0,1,0.0,0.0,0
1083,CC,Independiente,1951-01-29,72,Mayor de 50,En Espera,32400000,100000000,6000000.0,94000000.0,Medio,Personal,5,0.0,6631700.0,0.0,0,1893555.86,1,0.0,0.0,0
1084,CC,Independiente,1951-08-07,71,Mayor de 50,Activo,2349903000,12703374000,130715000.0,12572659000.0,Medio,Personal,5,500700000.0,0.0,600000000.0,0,600009556.91,1,19343500.0,0.0,2
1092,CC,Independiente,1946-05-19,77,Mayor de 50,Activo,43592000,713691000,5098000.0,708593000.0,Medio,Personal,5,0.0,50729342.0,0.0,0,1380714.28571429,1,0.0,0.0,0
1098,CC,Independiente,1948-12-23,74,Mayor de 50,Activo,44157083,4524249000,120950000.0,4177991000.0,Medio,Personal,5,2922332800.0,0.0,142675974.6,0,110856082.857143,1,0.0,0.0,2
1100,CC,Independiente,1948-10-09,74,Mayor de 50,Activo,235363000,4354766000,119034000.0,4235732000.0,Medio,Personal,5,700286031.89698,165305150.0,16704092.8609524,0,45540686.8530769,2,0.0,0.0,3
1112,CC,Independiente,1952-07-13,71,Mayor de 50,Activo,866364000,4138365000,82762000.0,4055603000.0,Bajo,Personal,5,204554000.0,827871010.0,45000000.0,0,21569837.995,1,257931546.666667,0.0,3
1124,CC,Independiente,1958-11-12,64,Mayor de 50,Activo,233940000,2269045000,263681000.0,2005364000.0,Bajo,Personal,5,0.0,0.0,0.0,0,102869135.04,3,80323848.752,0.0,1
1131,CC,Independiente,1968-09-30,54,Mayor de 50,Activo,796977000,1491975000,15395000.0,147658000.0,Bajo,Personal,5,483355690.0,0.0,62500000.0,0,104764660.8725,1,0.0,0.0,2
1144,CC,Independiente,1962-11-26,60,Mayor de 50,Activo,120000000,937000000,244000000.0,693000000.0,Medio,Personal,5,0.0,0.0,0.0,0,95115651.61,4,0.0,0.0,1
1158,CC,Independiente,1968-01-10,55,Mayor de 50,Activo,14301996,440360000,0.0,440360000.0,Medio,Personal,5,213807490.0,0.0,0.0,0,4453157.30666667,2,0.0,0.0,4
1163,CC,Independiente,1951-12-11,71,Mayor de 50,En Espera,91496000,379193000,0.0,379193000.0,Bajo,Personal,5,0.0,61080720.0,0.0,0,8627271.74,1,0.0,0.0,0
1165,CC,Independiente,1963-06-19,60,Mayor de 50,En Espera,54188000,366704000,0.0,366704000.0,Medio,Personal,5,0.0,50715980.0,0.0,0,21542892.9166667,1,0.0,0.0,0
1172,CC,Independiente,1973-03-09,50,Mayor de 50,Activo,95627000,565514000,195006000.0,370508000.0,Medio,Personal,5,0.0,23515536.0,31000000.0,2,7809333.33333333,1,0.0,0.0,3
1177,CC,Independiente,1954-11-10,68,Mayor de 50,Activo,1583094000,2487631000,164016000.0,2323615000.0,Bajo,Personal,5,161406315.94849,0.0,0.0,0,7691944.335,1,0.0,0.0,1
1181,CC,Independiente,1955-10-21,67,Mayor de 50,Activo,144143000,382046000,41661000.0,340385000.0,Medio,Personal,5,0.0,0.0,9933333.33333333,0,0.0,0,17055082.8,0.0,2
1184,CC,Independiente,1957-06-15,66,Mayor de 50,Activo,303410000,704436000,300760000.0,403676000.0,Medio,Personal,5,0.0,0.0,0.0,0,26200000.0,1,0.0,0.0,1
1192,CC,Independiente,1957-01-05,66,Mayor de 50,Activo,198214000,888296000,76483000.0,811813000.0,Medio,Personal,5,1158038500.0,0.0,1235108864.01,0,0.0,0,0.0,0.0,2
1197,CC,Independiente,1958-07-04,65,Mayor de 50,En Espera,94440007,184514849,39683322.0,144831527.0,Medio,Personal,5,0.0,0.0,0.0,0,66958977.47,1,0.0,0.0,1
1211,CC,Independiente,1962-08-19,60,Mayor de 50,Activo,665656000,6098458000,1290016000.0,4808442000.0,Medio,Personal,5,0.0,0.0,10000000000.0,0,2559943601.08,2,5003000013.2,0.0,2
1216,CC,Independiente,1984-02-02,39,31-50,Activo,60000000,1297000000,200000000.0,1097000000.0,Medio,Personal,5,0.0,99384987.0,0.0,0,29917583.09,1,0.0,0.0,0
1218,CC,Independiente,1964-07-27,58,Mayor de 50,Activo,58262000,737739000,122125000.0,615614000.0,Medio,Personal,5,0.0,11122280.0,3618181.81818182,0,21500000.0,2,0.0,0.0,3
1228,CC,Independiente,1966-12-14,56,Mayor de 50,Activo,1243957000,7226500000,1422629000.0,5803871000.0,Medio,Personal,5,0.0,0.0,394375429.777778,1,82527754.5333333,2,736628116.636875,0.0,2
1229,CC,Independiente,1966-01-26,57,Mayor de 50,Activo,202146000,184210000,34482000.0,149728000.0,Medio,Personal,5,0.0,46136000.0,12000000.0,0,18500000.0,1,0.0,0.0,3
1231,CC,Independiente,1967-07-18,56,Mayor de 50,Activo,22000000,600000000,43000000.0,557000000.0,Medio,Personal,5,0.0,0.0,500000.0,0,71432682.73,2,0.0,0.0,2
1232,CC,Independiente,1967-11-02,55,Mayor de 50,Activo,1117362000,3389990000,161000.0,3389829000.0,Bajo,Personal,5,588088000.0,0.0,0.0,0,39116287.2233333,1,0.0,0.0,1
1236,CC,Independiente,1968-06-08,55,Mayor de 50,Activo,81441000,969843000,24935000.0,944908000.0,Medio,Personal,5,0.0,23850000.0,67500000.0,0,65000000.0,2,0.0,0.0,3
1263,CC,Independiente,1980-10-08,42,31-50,Activo,96619000,317305000,181497000.0,135808000.0,Medio,Personal,5,0.0,0.0,28930435.0,1,13568843.4615385,2,0.0,0.0,2
1264,CC,Independiente,1981-01-21,42,31-50,Activo,30000000,32000000,0.0,32000000.0,Medio,Personal,5,0.0,12704100.0,12000000.0,0,0.0,0,0.0,0.0,3
1267,CC,Independiente,1979-10-11,43,31-50,Activo,58259000,252754000,48101000.0,204653000.0,Medio,Personal,5,0.0,21051600.0,0.0,0,296927.571428571,1,0.0,0.0,0
1276,CC,Independiente,1937-01-06,86,Mayor de 50,En Espera,1060336000,1086646000,183586000.0,903060000.0,Medio,Personal,5,0.0,1580980.0,514035.0,0,8910830.46666667,2,0.0,0.0,3
1279,CC,Independiente,1939-03-21,84,Mayor de 50,Activo,21511260,5275541170,31356925.0,5244184245.0,Medio,Personal,5,177965320.0,21025100.0,0.0,0,7759483.6375,2,0.0,17948406.6297,0
1284,CC,Independiente,1938-08-10,84,Mayor de 50,Prospecto,36000000,45000000,4000000.0,41000000.0,Medio,Personal,5,0.0,16305087.48,0.0,0,2022337.13,1,0.0,0.0,0
1296,CC,Independiente,1937-08-07,85,Mayor de 50,Activo,8600000,4423911000,156039000.0,1955000000.0,Alto,Personal,5,0.0,0.0,0.0,0,46707093.9423077,1,0.0,0.0,1
1310,CC,Independiente,1939-03-07,84,Mayor de 50,En Espera,59580000,358974000,0.0,358874000.0,Medio,Personal,5,0.0,0.0,0.0,0,3383166.5,2,0.0,0.0,4
1311,CC,Independiente,1941-01-05,82,Mayor de 50,Activo,468001000,3622400000,62450000.0,3559950000.0,Medio,Personal,5,653356758.97,0.0,0.0,0,7428571.42857143,1,0.0,0.0,1
1320,CC,Independiente,1942-06-12,81,Mayor de 50,Activo,1976875000,2577351000,538154000.0,2039197000.0,Medio,Personal,5,0.0,0.0,737414869.75,0,95940557.7666667,1,1330665100.0,0.0,2
1323,CC,Independiente,1943-01-17,80,Mayor de 50,Activo,840000000,2627750000,628130000.0,2627750000.0,Medio,Personal,5,0.0,383050.0,0.0,0,19000000.0,1,0.0,0.0,0
1325,CC,Independiente,1941-06-14,82,Mayor de 50,Activo,678675000,4198151000,0.0,4198151000.0,Bajo,Personal,5,0.0,0.0,0.0,0,362804145.87,1,0.0,0.0,4
1333,CC,Independiente,1943-03-01,80,Mayor de 50,Activo,52064000,1813559000,312789000.0,1500770000.0,Medio,Personal,5,49132500.0,0.0,32500000.0,0,17323105.4009091,1,0.0,0.0,2
1335,CC,Independiente,1943-02-02,80,Mayor de 50,En Espera,19200000,252000000,0.0,252000000.0,Medio,Personal,5,52882740.0,47000000.0,0.0,0,134271300.0,1,0.0,0.0,0
1336,CC,Independiente,1943-07-27,79,Mayor de 50,Activo,12656440000,1435046000,2495000.0,1432551000.0,Bajo,Personal,5,0.0,598741249.6,0.0,0,8666666.66666667,1,0.0,0.0,0
1342,CC,Independiente,1943-09-05,79,Mayor de 50,Activo,217211000,2945637000,23922000.0,2921715000.0,Medio,Personal,5,0.0,0.0,0.0,0,32669090.9090909,2,0.0,160250000.0,1
1351,CC,Independiente,1943-04-19,80,Mayor de 50,Activo,702089000,2401716000,127923000.0,2273793000.0,Bajo,Personal,5,0.0,0.0,0.0,0,9838340.0225,1,0.0,0.0,1
1367,CC,Independiente,1944-11-27,78,Mayor de 50,Activo,383163000,3512926000,14334000.0,3498592000.0,Bajo,Personal,5,0.0,0.0,0.0,0,439586899.2,4,0.0,0.0,1
1372,CC,Independiente,1945-01-24,78,Mayor de 50,Activo,241717000,1479612000,28551000.0,1451061000.0,Medio,Personal,5,200298000.0,210303980.0,200000000.0,0,0.0,0,0.0,0.0,3
1384,CC,Independiente,1948-10-12,74,Mayor de 50,Activo,264704000,1050088000,0.0,1050088000.0,Bajo,Personal,5,0.0,109030250.0,0.0,0,2788234.33333333,1,0.0,0.0,0
1397,CC,Independiente,1941-10-05,81,Mayor de 50,Inactivo,42000000,1100000000,90000000.0,1010000000.0,Medio,Personal,5,0.0,141780000.0,0.0,0,5048934.0,1,0.0,0.0,0
1416,CC,Independiente,1946-08-20,76,Mayor de 50,Activo,110220000,1179239000,0.0,1179239000.0,Medio,Personal,5,0.0,0.0,0.0,0,16666666.6666667,1,0.0,0.0,4
1425,CC,Independiente,1946-12-10,76,Mayor de 50,Activo,718630000,14547530000,524850000.0,14022680000.0,Medio,Personal,5,3656062000.0,1927654720.0,351910081.893333,0,60077605.6621053,2,0.0,0.0,3
1443,CC,Independiente,1946-07-04,77,Mayor de 50,Activo,170836000,921899000,368098000.0,553801000.0,Medio,Personal,5,0.0,65696000.0,14316666.6666667,2,14625938.4,1,0.0,76876.8,3
1446,CC,Independiente,1947-01-13,76,Mayor de 50,Activo,49692000,755000000,0.0,755000000.0,Medio,Personal,5,0.0,18990000.0,2905720.51461538,0,2584481.66666667,1,0.0,0.0,3
1450,CC,Independiente,1946-12-23,76,Mayor de 50,Activo,200395000,2994575000,0.0,2994575000.0,Medio,Personal,5,0.0,0.0,0.0,0,493930526.54,5,0.0,0.0,4
1463,CC,Independiente,1947-09-13,75,Mayor de 50,Activo,995338000,5580763000,1066437000.0,4514326000.0,Medio,Personal,5,418286520.0,0.0,675000000.0,0,0.0,0,0.0,0.0,2
1470,CC,Independiente,1947-08-27,75,Mayor de 50,Activo,24143000,350616000,0.0,350616000.0,Medio,Personal,5,0.0,0.0,0.0,0,36047724.1925,2,0.0,0.0,4
1472,CC,Independiente,1948-02-27,75,Mayor de 50,Activo,1023269000,4562151000,0.0,4562151000.0,Medio,Personal,5,0.0,93623738.0,0.0,0,951459.961111111,1,0.0,0.0,0
1474,CC,Independiente,1948-01-28,75,Mayor de 50,En Espera,1659322000,12606875000,2745702000.0,9861173000.0,Medio,Personal,5,0.0,0.0,0.0,0,1125531.41,1,0.0,0.0,1
1475,CC,Independiente,1948-03-01,75,Mayor de 50,Activo,34000000,17713002000,1925097000.0,14758085000.0,Medio,Personal,5,29966926.379396,0.0,330400000.0,0,216069566.59,2,481413644.129,0.0,2
1479,CC,Independiente,1947-12-11,75,Mayor de 50,Activo,108868000,377483000,0.0,377483000.0,Medio,Personal,5,0.0,0.0,0.0,0,56253297.835,1,0.0,0.0,4
1481,CC,Independiente,1948-01-18,75,Mayor de 50,En Espera,601325000,2796068000,25920000.0,2770148000.0,Medio,Personal,5,0.0,0.0,0.0,0,36818307.05,3,0.0,0.0,1
1488,CC,Independiente,1963-01-26,60,Mayor de 50,Activo,100865000,807834000,335230000.0,472604000.0,Medio,Personal,5,0.0,92008856.0,29425000.0,3,0.0,0,0.0,0.0,3
1490,CC,Independiente,1976-05-14,47,31-50,Activo,38533000,501528000,42027000.0,459501000.0,Medio,Personal,5,0.0,271050660.0,33000000.0,3,0.0,0,0.0,0.0,3
1494,CC,Independiente,1976-03-07,47,31-50,Activo,23230000,800000000,23690000.0,56310000.0,Medio,Personal,5,0.0,21166920.0,3800000.0,0,0.0,0,0.0,0.0,3
1496,CC,Independiente,1946-04-21,77,Mayor de 50,Activo,25000000,3200000000,180000000.0,2640000000.0,Medio,Personal,5,0.0,0.0,0.0,0,28734742.15,9,0.0,0.0,1
1501,CC,Independiente,1947-04-03,76,Mayor de 50,Activo,8000000,4294964000,10750000.0,3932000000.0,Medio,Personal,5,100890000.0,71392000.0,0.0,0,31400000.0,1,0.0,0.0,0
1506,CC,Independiente,1946-12-19,76,Mayor de 50,En Espera,52731000,564923000,0.0,564923000.0,Medio,Personal,5,0.0,0.0,0.0,0,83428006.17,1,0.0,0.0,4
1511,CC,Independiente,1948-10-13,74,Mayor de 50,Inactivo,467696000,268138000,74000000.0,194138000.0,Bajo,Personal,5,0.0,22967917.72,0.0,0,3662787.12,1,0.0,0.0,0
1515,CC,Independiente,1949-03-12,74,Mayor de 50,Activo,1299999000,7107212000,0.0,7107212000.0,Medio,Personal,5,0.0,858022150.0,0.0,0,33000000.0,1,0.0,0.0,0
1530,CC,Independiente,1949-09-27,73,Mayor de 50,Activo,144896000,1509152000,757516000.0,751636000.0,Medio,Personal,5,0.0,0.0,0.0,0,6015713.52,1,0.0,0.0,1
1542,CC,Independiente,1950-06-02,73,Mayor de 50,Activo,835219000,15547686000,3458755000.0,12088931000.0,Medio,Personal,5,829331920.0,12070400.0,394000000.0,0,139002085.133333,1,0.0,0.0,3
1544,CC,Independiente,1950-05-27,73,Mayor de 50,Activo,68260000,1462485000,1125000.0,1461360000.0,Medio,Personal,5,0.0,117665500.0,30000000.0,0,0.0,0,0.0,0.0,3
1545,CC,Independiente,1947-10-22,75,Mayor de 50,Activo,109776000,912299000,283218000.0,629081000.0,Medio,Personal,5,0.0,32681410.0,5966666.66666667,5,0.0,0,191627500.0,0.0,3
1553,CC,Independiente,1950-08-05,72,Mayor de 50,Activo,42000000,120000000,0.0,120000000.0,Medio,Personal,5,0.0,74870830.0,0.0,0,1735983.84173913,1,0.0,0.0,0
1555,CC,Independiente,1950-10-07,72,Mayor de 50,Activo,42100000,1635700000,781500000.0,1000000000.0,Medio,Personal,5,149834631.89698,116095000.0,0.0,0,16337158.655,1,0.0,0.0,0
1561,CC,Independiente,1950-04-21,73,Mayor de 50,Activo,20532666,2332221000,0.0,1600000000.0,Medio,Personal,5,0.0,55650000.0,36518370.54,0,0.0,0,89994720.0,0.0,3
1565,CC,Independiente,1951-02-11,72,Mayor de 50,Activo,135495000,2841553000,1401188000.0,1440365000.0,Medio,Personal,5,325886000.0,42410400.0,159000000.0,0,0.0,0,0.0,0.0,3
1566,CC,Independiente,1951-03-02,72,Mayor de 50,Activo,21215000,76500000,3007000.0,73493000.0,Medio,Personal,5,0.0,81827960.0,3333333.33333333,0,0.0,0,0.0,0.0,3
1579,CC,Independiente,1951-07-04,72,Mayor de 50,Prospecto,756072000,2282444000,155648000.0,2126796000.0,Medio,Personal,5,0.0,15463919.02,0.0,0,4932187.93,1,0.0,0.0,0
1584,CC,Independiente,1952-06-21,71,Mayor de 50,Activo,147088000,2678157000,0.0,2678157000.0,Medio,Personal,5,386111430.52,0.0,18000000.0,0,1092544.0,1,0.0,0.0,2
1585,CC,Independiente,1951-10-13,71,Mayor de 50,Activo,170163430000,1072668840000,542695340000.0,529973500000.0,Medio,Personal,5,44070500.0,0.0,16530206439.9004,0,15864072291.715,88,59354560.990625,0.0,2
1592,CC,Independiente,1951-10-11,71,Mayor de 50,Activo,52410000,5543299000,498522000.0,5044777000.0,Medio,Personal,5,0.0,0.0,0.0,0,546704244.79,3,0.0,0.0,1
1597,CC,Independiente,1951-05-01,72,Mayor de 50,Activo,74896000,130152000,9000000.0,121152000.0,Medio,Personal,5,0.0,0.0,3276000.0,0,6982220.64615385,4,0.0,0.0,2
1598,CC,Independiente,1951-06-21,72,Mayor de 50,Activo,107138000,1800768000,124853000.0,1675915000.0,Bajo,Personal,5,0.0,0.0,0.0,0,97326304.0,1,0.0,0.0,1
1610,CC,Independiente,1952-03-26,71,Mayor de 50,Activo,509188000,25789583000,9796606000.0,15992977000.0,Medio,Personal,5,1001260000.0,0.0,136585819.93,0,34786919.54,2,0.0,0.0,2
1615,CC,Independiente,1953-01-13,70,Mayor de 50,Activo,41942583,7532000000,41316000.0,6780734000.0,Medio,Personal,5,362029958.578507,14739300.0,0.0,0,15248945.86,1,0.0,0.0,0
1619,CC,Independiente,1952-10-26,70,Mayor de 50,Activo,204307000,2103627000,60749000.0,2042878000.0,Medio,Personal,5,0.0,0.0,0.0,0,6627861.65,2,0.0,0.0,1
1627,CC,Independiente,1952-10-19,70,Mayor de 50,Inactivo,216000000,586000000,84000000.0,502000000.0,Bajo,Personal,5,0.0,52668000.0,0.0,0,652596.363333333,1,0.0,0.0,0
1644,CC,Independiente,1953-09-26,69,Mayor de 50,Activo,210035000,1610941000,2076000.0,1608865000.0,Bajo,Personal,5,0.0,7484900.0,0.0,0,8449977.75,2,0.0,0.0,0
1645,CC,Independiente,1953-08-16,69,Mayor de 50,Activo,108613000,4268448000,166332000.0,4102116000.0,Bajo,Personal,5,0.0,7966500.0,0.0,0,98317434.38,3,2839500.0,0.0,0
1652,CC,Independiente,1952-12-26,70,Mayor de 50,En Espera,96000000,290000000,15000000.0,275000000.0,Medio,Personal,5,0.0,31028800.0,0.0,0,42969615.99,2,0.0,0.0,0
1655,CC,Independiente,1951-12-09,71,Mayor de 50,Activo,18000000,1500000000,150000000.0,2050000000.0,Medio,Personal,5,0.0,0.0,0.0,0,36326285.49,1,0.0,0.0,1
1657,CC,Independiente,1954-03-24,69,Mayor de 50,Activo,30000000,145000000,0.0,145000000.0,Medio,Personal,5,0.0,0.0,0.0,0,48000000.0,3,0.0,0.0,4
1660,CC,Independiente,1954-07-02,69,Mayor de 50,Activo,225891000,3061731000,53000.0,3061678000.0,Bajo,Personal,5,0.0,57412000.0,0.0,0,4000000.0,1,0.0,0.0,0
1670,CC,Independiente,1960-06-18,63,Mayor de 50,Activo,240030000,1666046000,669000.0,1665377000.0,Bajo,Personal,5,0.0,213850000.0,0.0,0,18755852.5975,2,0.0,0.0,0
1672,CC,Independiente,1954-10-29,68,Mayor de 50,Activo,2468405000,4887189000,427716000.0,4459473000.0,Bajo,Personal,5,0.0,30443490.0,0.0,0,8466803.24,1,0.0,0.0,0
1676,CC,Independiente,1954-07-26,68,Mayor de 50,Activo,385572000,1568463000,6613000.0,1561850000.0,Bajo,Personal,5,37731600.0,0.0,84000000.0,0,16355871.325,1,0.0,0.0,2
1683,CC,Independiente,1957-07-29,65,Mayor de 50,Activo,64460000,6737040000,10150000.0,6726890000.0,Medio,Personal,5,462435000.0,4545670.0,2064868882.75,0,0.0,0,1694477750.0,0.0,3
1684,CC,Independiente,1955-11-26,67,Mayor de 50,Activo,1250680000,3110710000,312110000.0,2798600000.0,Medio,Personal,5,0.0,0.0,6272000.0,0,16876473.375,1,0.0,0.0,2
1687,CC,Independiente,1955-11-18,67,Mayor de 50,Activo,254255000,26607083000,13145555000.0,13461528000.0,Bajo,Personal,5,199925000.0,0.0,0.0,0,40000000.0,1,0.0,0.0,1
1688,CC,Independiente,1956-08-08,66,Mayor de 50,Activo,9600000,26000000,3000000.0,26000000.0,Medio,Personal,5,0.0,24180000.0,4500000.0,1,790909.090909091,1,0.0,0.0,3
1690,CC,Independiente,1955-09-27,67,Mayor de 50,Activo,8000000,2664057000,7239000.0,3450000000.0,Medio,Personal,5,137506600.0,0.0,0.0,0,9169708.63125,2,0.0,0.0,1
1691,CC,Independiente,1956-11-23,66,Mayor de 50,Activo,391575000,1120037000,41126000.0,1078911000.0,Medio,Personal,5,0.0,149246791.94,0.0,0,10196666.6666667,2,0.0,0.0,0
1699,CC,Independiente,1955-12-28,67,Mayor de 50,Activo,272717000,4336505000,589109000.0,3747396000.0,Medio,Personal,5,406400650.0,242721090.0,0.0,0,75331780.77,1,0.0,0.0,0
1704,CC,Independiente,1957-03-02,66,Mayor de 50,Activo,171658000,1411708000,420229000.0,991479000.0,Medio,Personal,5,60269400.0,0.0,273637466.666667,12,47513840.3966667,1,132891912.75,0.0,2
1705,CC,Independiente,1955-09-05,67,Mayor de 50,Activo,171417000,2759038000,19727000.0,2739311000.0,Medio,Personal,5,0.0,26863200.0,0.0,0,4500000.0,1,0.0,0.0,0
1709,CC,Independiente,1954-05-20,69,Mayor de 50,Activo,1292393000,29485587000,5849704000.0,23635883000.0,Medio,Personal,5,0.0,43475000.0,318000000.0,1,0.0,0,585000000.0,0.0,3
1711,CC,Independiente,1956-09-10,66,Mayor de 50,Activo,140968000,591096000,30246000.0,560850000.0,Medio,Personal,5,0.0,376108230.0,20500000.0,0,5266666.66666667,1,0.0,0.0,3
1720,CC,Independiente,1957-10-22,65,Mayor de 50,Activo,161592000,1186396000,5112000.0,1181284000.0,Medio,Personal,5,0.0,0.0,20000000.0,0,48640618.3885714,1,0.0,0.0,2
1722,CC,Independiente,1958-01-25,65,Mayor de 50,Inactivo,156000000,2549217000,8767000.0,2540450000.0,Bajo,Personal,5,0.0,123255150.0,40000000.0,0,21211500.0,2,0.0,0.0,3
1726,CC,Independiente,1954-09-20,68,Mayor de 50,Activo,790443000,5393884000,91402000.0,6242592000.0,Bajo,Personal,5,0.0,88225400.0,120000000.0,0,0.0,0,0.0,0.0,3
1729,CC,Independiente,1958-07-12,65,Mayor de 50,Activo,150801000,1840182000,156636000.0,1683546000.0,Bajo,Personal,5,265954760.0,0.0,0.0,0,70266917.63,2,0.0,0.0,1
1733,CC,Independiente,1955-09-10,67,Mayor de 50,Activo,953646000,5494129000,27000.0,5494102000.0,Medio,Personal,5,997525000.0,0.0,605000000.0,0,0.0,0,0.0,0.0,2
1742,CC,Independiente,1956-07-15,67,Mayor de 50,Activo,336369000,3110000000,0.0,3110000000.0,Medio,Personal,5,1889395500.0,0.0,596500000.0,0,30602859.9278261,3,0.0,0.0,2
1743,CC,Independiente,1956-10-12,66,Mayor de 50,Activo,624621000,469413000,211596000.0,257817000.0,Medio,Personal,5,0.0,662496700.0,84375000.0,0,16559641.2816667,1,0.0,0.0,3
1745,CC,Independiente,1958-09-08,64,Mayor de 50,En Espera,124500000,1110366000,0.0,1110366000.0,Medio,Personal,5,0.0,36081000.0,0.0,0,17615243.94,1,0.0,0.0,0
1749,CC,Independiente,1957-10-31,65,Mayor de 50,En Espera,66892000,464034000,32477000.0,431557000.0,Medio,Personal,5,0.0,0.0,0.0,0,4407910.05,1,0.0,0.0,1
1761,CC,Independiente,1958-03-21,65,Mayor de 50,Activo,37257000,480605000,0.0,480605000.0,Medio,Personal,5,0.0,18779740.0,0.0,0,26000000.0,1,0.0,0.0,0
1762,CC,Independiente,1957-10-15,65,Mayor de 50,Activo,147844000,2347686000,308312000.0,2039374000.0,Medio,Personal,5,0.0,527405956.0,22444444.4444444,0,10225969.25,6,0.0,0.0,3
1767,CC,Independiente,1958-09-24,64,Mayor de 50,En Espera,96000000,200000000,0.0,200000000.0,Medio,Personal,5,0.0,0.0,0.0,0,147533568.2,7,0.0,0.0,4
1779,CC,Independiente,1958-12-08,64,Mayor de 50,En Espera,63708000,60000000,16000000.0,44000000.0,Medio,Personal,5,0.0,11750000.0,0.0,0,608086.55,1,0.0,0.0,0
1783,CC,Independiente,1959-12-14,63,Mayor de 50,Activo,5000000,112760000,15000000.0,106031000.0,Medio,Personal,5,0.0,39195650.0,2333340.0,0,11642805.3469565,2,0.0,0.0,3
1784,CC,Independiente,1957-12-11,65,Mayor de 50,Activo,108000000,350000000,40000000.0,310000000.0,Bajo,Personal,5,0.0,0.0,18524952.8466667,0,20000000.0,1,0.0,0.0,2
1785,CC,Independiente,1960-02-06,63,Mayor de 50,Activo,43186000,646890000,106377000.0,504143000.0,Medio,Personal,5,0.0,0.0,0.0,0,4000000.0,1,0.0,0.0,1
1789,CC,Independiente,1959-05-10,64,Mayor de 50,Activo,83048000,1134476000,71000.0,1134405000.0,Medio,Personal,5,144254500.0,107912000.0,69295200.0,0,34739549.3333333,1,0.0,0.0,3
1796,CC,Independiente,1960-04-16,63,Mayor de 50,Activo,352618000,3261301000,13530000.0,3247771000.0,Medio,Personal,5,0.0,427600000.0,46553422.9,0,24580876.6377778,1,0.0,0.0,3
1797,CC,Independiente,1957-11-09,65,Mayor de 50,En Espera,17651000,866238000,2304000.0,863934000.0,Medio,Personal,5,0.0,125999950.0,0.0,0,7781442.5,1,0.0,0.0,0
1798,CC,Independiente,1960-05-19,63,Mayor de 50,Activo,95981000,1374241000,3208000.0,1371033000.0,Medio,Personal,5,0.0,40299928.61,0.0,0,6854545.45454545,1,0.0,0.0,0
1802,CC,Independiente,1960-09-15,62,Mayor de 50,Activo,24955000,966996000,60330000.0,906666000.0,Medio,Personal,5,0.0,525186808.89,150000000.0,0,21711436.1816667,2,0.0,0.0,3
1803,CC,Independiente,1960-04-17,63,Mayor de 50,Activo,96000000,889000000,188000000.0,701000000.0,Medio,Personal,5,0.0,0.0,0.0,0,12666666.6666667,2,0.0,0.0,1
1806,CC,Independiente,1960-01-29,63,Mayor de 50,Activo,11091000,331801000,0.0,331801000.0,Medio,Personal,5,0.0,903075.0,0.0,0,15801959.2133333,1,0.0,0.0,0
1808,CC,Independiente,1959-10-26,63,Mayor de 50,Activo,42750000,82349000,0.0,82349000.0,Medio,Personal,5,0.0,9911340.0,15750000.0,5,13795555.5555556,1,0.0,0.0,3
1809,CC,Independiente,1959-12-30,63,Mayor de 50,Activo,46135000,312858000,81566000.0,231292000.0,Medio,Personal,5,0.0,73447260.0,42700000.0,2,15741180.4285714,1,0.0,0.0,3
